Date,IBEX,SPX,IBEX_RV,SPX_RV,IBEX_EGARCH,SPX_EGARCH,vol_ratio_RV,vol_ratio_EGARCH,DD_IBEX,DD_SPX,rolling_corr,rolling_beta,IBEX_exc_95,SPX_exc_95,IBEX_exc_99,SPX_exc_99,IBEX_sev_95,SPX_sev_95
2000-01-04,-0.0353639764456995,-0.039099175340938,,,,,,,0.0,0.0,,,1,1,0,0,-1.0245617479223421,-1.4083264251513605
2000-01-05,-0.0311311097561077,0.0019203379615859,,,,,,,-0.031131109756107667,0.0,,,1,0,0,0,-0.4521525472626049,
2000-01-07,0.0217895806908789,0.0276851714699275,,,,,,,-0.01001986289325607,0.0,,,0,0,0,0,,
2000-01-10,0.0063656565182032,0.0111278248731394,,,,,,,-0.0037179893805908693,0.0,,,0,0,0,0,,
2000-01-11,-0.0145049667107611,-0.0131485767889028,,,,,,,-0.01816902677915555,-0.0131485767889028,,,0,0,0,0,,
2000-01-12,-0.0146910136923684,-0.0043960196786097,,,,,,,-0.03259311905033435,-0.017486795065202787,,,0,0,0,0,,
2000-01-13,0.0073542167066259,0.0120962451654169,,,,,,,-0.025478599204349472,-0.005602074460051898,,,0,0,0,0,,
2000-01-14,0.0227989640239272,0.0106147634973408,,,,,,,-0.003260520847062187,0.0,,,0,0,0,0,,
2000-01-18,-0.0105796718632945,-0.0068555169767351,,,,,,,-0.013805697469691292,-0.006855516976735143,,,0,0,0,0,,
2000-01-19,0.0049037344520508,0.0005221568736222,,,,,,,-0.008969662491957187,-0.006336939758424531,,,0,0,0,0,,
2000-01-20,-0.0065949981760722,-0.0071206125698612,,,,,,,-0.015505505760255,-0.013412429435387452,,,0,0,0,0,,
2000-01-21,-0.0071127373320542,-0.0029165681339535,,,,,,,-0.022507956502635817,-0.01628987930505077,,,0,0,0,0,,
2000-01-24,-0.0013044722846837,-0.0280225842284591,,,,,,,-0.023783067781876888,-0.0438559790186126,,,0,1,0,0,,-0.5855889223117692
2000-01-25,-0.0083874351133591,0.0060464836030405,,,,,,,-0.03197102395741902,-0.03807466987360342,,,0,0,0,0,,
2000-01-26,0.0153372560422322,-0.0042216197666675,,,,,,,-0.017124115695554054,-0.04213555286132309,,,0,0,0,0,,
2000-01-27,0.0157569964947827,-0.0039462040244824,,,,,,,-0.001636943831762383,-0.04591548139753032,,,0,0,0,0,,
2000-01-28,-0.0177624332269556,-0.027840812729733,,,,,,,-0.019370300953209907,-0.07247796980827925,,,0,1,0,0,,-0.5642677710674562
2000-01-31,-0.0159495398518482,0.0249048505291246,,,,,,,-0.03501089341806263,-0.0493781722838843,,,0,0,0,0,,
2000-02-01,0.0123734582356615,0.0105717409154067,,,,,,,-0.023070641009902637,-0.03932844461273921,,,0,0,0,0,,
2000-02-02,0.0203564672963807,-0.0001135638507474,0.2723400776496818,0.2649052048730973,,,1.0280661634419233,,-0.003183810462746517,-0.03943754217387241,,,0,0,0,0,,
2000-02-03,0.0306536726256866,0.0111853476979196,0.26521118018893164,0.2280971341972934,,,1.1627115839146682,,0.0,-0.02869331709751899,,,0,0,0,0,,
2000-02-04,0.0031136270044447,-0.0004211330357219,0.2355552242240525,0.22811027264309688,,,1.0326375112119743,,0.0,-0.0291023664295067,,,0,0,0,0,,
2000-02-07,-0.0063499324082755,-9.12760143166444e-05,0.2271216978191561,0.20478586471481336,,,1.109069213031123,,-0.006349932408275527,-0.029190986095808502,,,0,0,0,0,,
2000-02-08,0.0281062075251746,0.0121984936725935,0.24531430640597948,0.20563270785363902,,,1.1929731848913072,,0.0,-0.017348578482401567,,,0,0,0,0,,
2000-02-09,0.0088079124323607,-0.0210351170597511,0.23723130989671198,0.2137863635642278,,,1.1096653029763548,,0.0,-0.038018766162955075,,,0,0,0,0,,
2000-02-10,0.0067695877515416,0.0036202428527764,0.22675501949272392,0.21396222053791306,,,1.0597899896656944,,0.0,-0.034536160476651534,,,0,0,0,0,,
2000-02-11,0.0337001651772118,-0.0211922989891896,0.24845287693386883,0.220415644653757,,,1.1272016436226862,,0.0,-0.05499655882708143,,,0,0,0,0,,
2000-02-14,0.0020890946835653,0.0020308868535491,0.24112563072236498,0.21585242260221113,,,1.1170855893831184,,0.0,-0.05307736376184469,,,0,0,0,0,,
2000-02-15,-0.0238399763313637,0.0086749475530797,0.2568591378955799,0.21884368922477315,,,1.1737105091102777,,-0.0238399763313637,-0.04486285955565483,,,0,0,0,0,,
2000-02-16,0.0057376797831003,-0.0103093728166805,0.25688353220459836,0.22065097898095778,,,1.1642075344101122,,-0.018239082698489395,-0.05470972442755384,,,0,0,0,0,,
2000-02-17,0.0074588267988477,0.0004250581374747,0.2534542794596316,0.22013489477135556,,,1.1513589416293288,,-0.010916298058459395,-0.05430792110364602,,,0,0,0,0,,
2000-02-18,0.0033448379878753,-0.030847103081692,0.2492476956106718,0.2427985491566075,,,1.0265617174256858,,-0.00760797331901697,-0.08347978214490148,,,0,1,0,0,,-0.9602610641287059
2000-02-22,-0.0238179471850947,0.0045066734811152,0.269950721771169,0.22595135523641985,,,1.1947293765452802,,-0.031244714197413703,-0.07934932478418799,,,1,0,0,0,-0.029527785366643577,
2000-02-23,0.0193041975446061,0.0062811391063376,0.26980260566382225,0.22606084140927296,,,1.1934955385544053,,-0.01254367078789942,-0.07356658982481379,,,0,0,0,0,,
2000-02-24,0.0032435212311661,-0.0053497303162453,0.267813629800463,0.22625776257728528,,,1.183666039784969,,-0.009340835219250554,-0.07852275872521053,,,0,0,0,0,,
2000-02-25,0.0270429946582834,-0.0149400893854355,0.27632118623000507,0.2309339225878093,,,1.1965378803321454,,0.0,-0.0922897110765003,,,0,0,0,0,,
2000-02-28,-0.0178000965800634,0.0109570787459805,0.2763645691553778,0.21471106216248229,,,1.2871463927938624,,-0.01780009658006343,-0.08234385796222876,,,0,0,0,0,,
2000-02-29,0.0094840350370561,0.0135350730966457,0.2637667130455968,0.20020874496963273,,,1.3174585010540094,,-0.008484878282635666,-0.06992331500216176,,,0,0,0,0,,
2000-03-01,-0.0037493054307947,0.009302114728482,0.2660059369389528,0.19928272913531603,,,1.3348168107349168,,-0.012202371313205451,-0.06127163497202559,,,0,0,0,0,,
2000-03-02,0.0135377191574219,0.0018617281349938,0.2624342847559178,0.1995328584363654,,,1.3152434481843138,,0.0,-0.05952397796373632,,,0,0,0,0,,
2000-03-03,0.0027814579135149,0.0196428537973814,0.24634388652054515,0.20843216488006053,,,1.181889976829154,,0.0,-0.04105034496293514,,,0,0,0,0,,
2000-03-06,0.0056177628636732,-0.0127767019942111,0.246256891801237,0.21289150578048435,,,1.156724834550967,,0.0,-0.05330255893279534,,,0,0,0,0,,
2000-03-07,-0.0117408159558539,-0.0259652971202895,0.25028419501699023,0.230247824652171,,,1.0870208888839128,,-0.011740815955853856,-0.07788383927312315,,,0,1,0,0,,-0.31358289102298986
2000-03-08,8.680392948183899e-05,0.0081401286069344,0.2349782815886772,0.22725004589059122,,,1.0340076309679018,,-0.011655031175332287,-0.07037769513427361,,,0,0,0,0,,
2000-03-09,-0.0083308818734507,0.0252795704034235,0.2376102472569773,0.2368753384465841,,,1.0031025129724889,,-0.019888816360829953,-0.04687724262982773,,,0,0,0,0,,
2000-03-10,-0.0039478654569801,-0.0047340549396845,0.23812846477144825,0.23687154648598968,,,1.0053063287005344,,-0.023758163446718883,-0.05138937812748168,,,0,0,0,0,,
2000-03-13,-0.0123828766946415,-0.0082413052331295,0.211482315213574,0.22628944801485348,,,0.9345655180514314,,-0.03584684573290842,-0.059207167809721906,,,0,0,0,0,,
2000-03-14,0.0157415150072662,-0.017843727175416,0.21894363389279628,0.23462019885923166,,,0.9331832253034571,,-0.020669614385710133,-0.07599441843591215,,,0,0,0,0,,
2000-03-15,-0.0222515121308563,0.0239826197730333,0.21667304968302223,0.2489506976394862,,,0.8703452199069298,,-0.042461196341322616,-0.05383434390510011,,,1,0,0,0,-0.026566211750946866,
2000-03-16,-0.0015158377112378,0.0465457788590508,0.21586154573364325,0.2961296811944802,,,0.7289426202160342,,-0.04391266976988195,-0.009794326512478135,,,0,0,0,0,,
2000-03-17,0.0088426423162686,0.0041054613147593,0.2165415988821818,0.29607777856318457,,,0.7313672776559645,,-0.03545833148554067,-0.005729075426319841,,,0,0,0,0,,
2000-03-20,-0.0005983634145971,-0.0053678304136347,0.21622804694777428,0.27053135632112696,,,0.7992716625835661,,-0.03603547793183426,-0.0110661531346391,,,0,0,0,0,,
2000-03-21,-0.004385828363976,0.0252445130804958,0.1981081317906039,0.2809169455031566,,,0.7052195852256902,,-0.040263260874587536,0.0,,,0,0,0,0,,
2000-03-22,-0.01111914811881,0.0045216286094614,0.18998976702510298,0.28087852938125824,,,0.67641256682605,,-0.05093471583198661,0.0,,,0,0,0,0,,
2000-03-23,-0.0081583009421585,0.0176424980445011,0.19125917324606456,0.2816121417797023,,,0.6791581216540071,,-0.05867747603398443,0.0,,,0,0,0,0,,
2000-03-24,0.0115700694192067,7.200798340682352e-05,0.16741652632456605,0.27164046240094225,,,0.6163166004240512,,-0.0477863090858347,0.0,,,0,0,0,0,,
2000-03-27,-0.004250111752855,-0.0023596196528952,0.1569471853989638,0.27304359192540034,,,0.5748063314441166,,-0.05183332368481852,-0.0023596196528952174,,,0,0,0,0,,
2000-03-28,0.0040290096648025,-0.0106413844066008,0.1531528650104154,0.27779155741077205,,,0.5513229647362801,,-0.048013150982100794,-0.01297589443971614,,,0,0,0,0,,
2000-03-29,-0.0100825252730942,0.0005238551715322,0.15600377570688723,0.277702735325252,,,0.5617653550447457,,-0.05761158244697717,-0.012458836757591407,,,0,0,0,0,,
2000-03-30,-0.0213366929395534,-0.0137498496204336,0.1595213932917797,0.2850870892695872,,,0.5595532007446725,,-0.07771903474209774,-0.026037379246162562,0.07508179207390601,,1,0,0,0,-0.09392445585552833,
2000-03-31,0.0085491936104847,0.0071387626855159,0.1638237768131086,0.27920779578085175,,,0.5867449952640031,,-0.06983427620684324,-0.019084491232037704,-0.024361134036593447,,0,0,0,0,,
2000-04-03,-0.0210494747139252,0.0049192256617626,0.17176212334156807,0.2728760134831121,,,0.6294511604340709,,-0.08941377608958712,-0.01425914648928539,-0.029567945277099265,,0,0,0,0,,
2000-04-04,-0.0087836972628787,-0.0074916139480272,0.17045107951828692,0.2531729353190487,,,0.6732594829043805,,-0.0974120898121641,-0.021643936416586462,-0.07001051127488023,,0,0,0,0,,
2000-04-05,-0.0182593711473759,-0.0049361190810604,0.17628823849275574,0.2551894722945617,,,0.690813131543564,,-0.1138927774574181,-0.026473218450111746,-0.06613111145325745,,0,0,0,0,,
2000-04-06,0.0203031901128648,0.0093485635129827,0.19791818570991734,0.24377114578916803,,,0.8119016098857416,,-0.09590197405775358,-0.01737214150120303,-0.0686192311428297,,0,0,0,0,,
2000-04-07,0.0156166519047697,0.0099480952948579,0.20975665307478175,0.24281546631638698,,,0.8638521106454982,,-0.08178298989882393,-0.007596865925474927,-0.06456158033378026,,0,0,0,0,,
2000-04-10,-0.0018590910882503,-0.0078721113213834,0.20680262783444334,0.24256862663566056,,,0.852553072104671,,-0.0834900389593829,-0.015409173872599324,-0.06811959329162459,,0,0,0,0,,
2000-04-11,-0.0217669344363005,-0.0025756625353889,0.2058988350496384,0.22990083501633815,,,0.8955984654644946,,-0.10343965119157039,-0.017945147576143294,-0.08073042625000498,,0,0,0,0,,
2000-04-12,0.0023246198338672,-0.0225229361754109,0.19575037313203075,0.23796247878363302,,,0.8226102456682528,,-0.1013554892224715,-0.04006390633803847,-0.08924668809679437,,0,1,0,0,,-0.19659577153478214
2000-04-13,0.0090646472903736,-0.0183381808216607,0.20043045489394484,0.18460005812838942,,,1.0857551017375378,,-0.09320959369284276,-0.05766738800085014,-0.10022089500274231,,0,0,0,0,,
2000-04-14,-0.0246241510199891,-0.0600450975220229,0.21013176208824338,0.27908684394705535,,,0.7529260753262407,,-0.11553853760122745,-0.11424984158652163,0.013338631596894282,,1,1,0,1,-0.20137549752187445,-3.684774680996181
2000-04-17,-0.0129845000735431,0.0325481108133402,0.2118764852648624,0.3073333736971195,,,0.6894027899282721,,-0.12702282752479033,-0.085420347277546,-0.017928062764126704,,0,0,0,0,,
2000-04-18,0.0039326208469135,0.0282602968007043,0.2141685756305262,0.311034398272562,,,0.688568778308721,,-0.12358973929743478,-0.059574054843724245,-0.014515281772145264,,0,0,0,0,,
2000-04-19,0.0069288226620821,-0.0098569083819347,0.2162793595631564,0.31135777931038466,,,0.6946329076542938,,-0.11751724802179764,-0.06884374722512399,-0.015399648160896605,,0,0,0,0,,
2000-04-20,0.0142023036285973,0.0049406415190067,0.22436235824490178,0.30362811869282685,,,0.7389380114424899,,-0.10498396003120325,-0.06424323798198173,-0.006853439780297475,,0,0,0,0,,
2000-04-25,-0.0066732406144779,0.0294665531167725,0.21854054698908532,0.32492635118278856,,,0.672584867904864,,-0.11095661741973217,-0.036669711649598535,-0.015739893281184164,,0,0,0,0,,
2000-04-26,0.0048893498805741,-0.0111965392435971,0.2204332471166213,0.32668633694950633,,,0.6747550239626096,,-0.10660977326328813,-0.047455677027659515,-0.05556774661921588,,0,0,0,0,,
2000-04-27,-0.0183265771921188,0.0026863820339736,0.2253695641494171,0.3254915356499119,,,0.69239761857223,,-0.12298255821626314,-0.04489677907186318,-0.031250048525051394,,0,0,0,0,,
2000-04-28,0.0171413937342253,-0.0085626106763042,0.23608256442530026,0.32636121230578047,,,0.7233781329507545,,-0.10794925693486501,-0.05307495610835489,-0.04930697053494892,,0,0,0,0,,
2000-05-02,0.0342264807124358,-0.0042363689040236,0.25898102119740013,0.32351235766052366,,,0.8005289908250144,,-0.07741749938283216,-0.05708647991873861,-0.057521542123676925,,0,0,0,0,,
2000-05-03,-0.0169368103274546,-0.0218015011639107,0.2637651609014326,0.32961146757119697,,,0.8002305345898155,,-0.09304310420721396,-0.07764341012425735,-0.05472586249498803,,0,0,0,0,,
2000-05-04,-0.0060519634512668,-0.0039155274882096,0.25393355823019875,0.32833324096719835,,,0.7734019177655168,,-0.09853197419242621,-0.081254922705847,-0.053033112515554,,0,0,0,0,,
2000-05-05,-0.0031608121692196,0.0162272640983281,0.2522448134006159,0.33505049242144536,,,0.7528561190213927,,-0.10138134529856113,-0.06634620369755595,-0.056203522900119915,,0,0,0,0,,
2000-05-08,-0.0224721263280551,-0.0059227005901944,0.25667153429951534,0.3351786858389665,,,0.7657752271957735,,-0.12157521722775877,-0.07187595558795368,-0.07189542185869659,,0,0,0,0,,
2000-05-09,-0.0207642581566995,-0.0084829240727154,0.2543105317667471,0.3330199251668709,,,0.7636495973606271,,-0.13981505618848422,-0.07974916138676269,-0.046741199446683236,,0,0,0,0,,
2000-05-10,-0.0218599487438469,-0.0208150540471356,0.2539585793491503,0.334976721543503,,,0.7581379929296639,,-0.1586186549704327,-0.09890423232941903,-0.020025394229086047,,0,0,0,0,,
2000-05-11,0.0186574469089947,0.0177441064451505,0.26663383714504674,0.34388151842912296,,,0.7753654176096769,,-0.14292062719532506,-0.08291509311059775,0.05549209635892384,,0,0,0,0,,
2000-05-12,0.0059893757445772,0.0092973249689617,0.2591135178263581,0.3467925876046208,,,0.7471714422044515,,-0.1377872567886712,-0.07438865670711692,0.0596481419418861,,0,0,0,0,,
2000-05-15,-0.008438847774452,0.0218571374325819,0.25964362528522644,0.34896494976556097,,,0.7440392665786586,,-0.1450633388778244,-0.054157442367607556,0.06276491154482028,,0,0,0,0,,
2000-05-16,0.019019883089757,0.0093751053963181,0.26773369529204366,0.34401397033048686,,,0.7782640194374596,,-0.12880254353413334,-0.04529006870148089,0.07931718779398418,,0,0,0,0,,
2000-05-17,-0.0285113531211039,-0.0125197182640962,0.2724306535362882,0.2645754083262853,,,1.0296900050526068,,-0.1536415618536392,-0.05724276806527295,0.10056177372575846,,1,0,0,0,-0.3588704299544414,
2000-05-18,-0.0014407236488198,-0.007341489575181,0.26935511389042466,0.2430080311699347,,,1.1084206254157318,,-0.1548609304708548,-0.06416401045544828,0.1146075316621469,,0,0,0,0,,
2000-05-19,-0.0321658339369383,-0.0212795008342977,0.28945806010625846,0.23344084932198608,,,1.239963189591585,,-0.18204553343494778,-0.08407813317572743,0.15974268058731453,,1,0,0,0,-0.7122411643446593,
